Time Stamp,System Identifier,*Working hours,Air Thermistor BRC1 T°,EV Opening,Filter status,Gas Pipe T°,Indoor ID,Indoor ON/OFF Status,Indoor Set Temperature,Indoor Type Code,Liquid T°,Mode,ON/OFF,Room Temp,Suction T°,Set Temp,Site temperature
2024-07-27 11:50:00,2,136.25,128.0,0.0,1.0,26.899999999999995,3267516688.0,0.0,24.0,27277.0,26.0,0.0,2.0,29.0,29.0,24.0,30.0
2024-07-27 11:50:00,3,222.5,128.0,0.0,1.0,26.0,4041825808.0,0.0,24.0,27277.0,25.399999999999995,0.0,2.0,27.833333333333332,27.899999999999995,24.0,30.0
2024-07-27 11:50:00,4,123.75,30.333333333333332,0.0,0.0,28.366666666666664,2290476305.0,0.0,24.0,26897.0,27.766666666666666,0.0,2.0,32.733333333333334,32.833333333333336,24.0,30.0
2024-07-27 11:55:00,1,142.25,128.0,0.0,1.0,26.5,4042087952.0,0.0,24.0,27277.0,25.100000000000005,0.0,2.0,28.100000000000005,29.0,24.0,30.0
2024-07-27 11:55:00,2,136.25,128.0,0.0,1.0,26.899999999999995,3267516688.0,0.0,24.0,27277.0,26.0,0.0,2.0,29.0,29.0,24.0,30.0
2024-07-27 11:55:00,3,222.5,128.0,0.0,1.0,26.0,4041825808.0,0.0,24.0,27277.0,25.399999999999995,0.0,2.0,27.899999999999995,27.899999999999995,24.0,30.0
2024-07-27 11:55:00,4,123.75,30.399999999999995,0.0,0.0,28.366666666666664,2290476305.0,0.0,24.0,26897.0,27.833333333333332,0.0,2.0,32.766666666666666,32.9,24.0,30.0
2024-07-27 12:00:00,1,142.25,128.0,0.0,1.0,26.6,4042087952.0,0.0,24.0,27277.0,25.125,0.0,2.0,28.1,29.0,24.0,30.0
2024-07-27 12:00:00,2,136.25,128.0,0.0,1.0,26.975,3267516688.0,0.0,24.0,27277.0,26.1,0.0,2.0,29.0,29.0,24.0,30.0
2024-07-27 12:00:00,3,222.5,128.0,0.0,1.0,26.1,4041825808.0,0.0,24.0,27277.0,25.424999999999997,0.0,2.0,27.9,27.9,24.0,30.0
